score,case,reasons,pdf
3,1956-04-6785634-Vuyyuru-India.txt,B:witnesses_60_not_in_text,/Volumes/Expansion/data/1950s/1956-04-6785634-Vuyyuru-India.pdf
3,1956-06-6786685-Charlston-WestVirginia.txt,C:dur_meta=300.0s_vs_form=60.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1956-06-6786685-Charlston-WestVirginia.pdf
3,1956-06-6786728-SEofLouisville-Kentucky.txt,E:hedges=22; G:form='one'_vs_obj='one or two white objects',/Volumes/Expansion/data/1950s/1956-06-6786728-SEofLouisville-Kentucky.pdf
3,1956-08-6788718-LaJolla-California.txt,E:hedges=6; G:form='one'_vs_obj='jet-like object with three white lights',/Volumes/Expansion/data/1950s/1956-08-6788718-LaJolla-California.pdf
3,1956-08-7070250-Worthington-Ohio.txt,E:hedges=16; G:form='one'_vs_obj='various unidentified flying objects desc',/Volumes/Expansion/data/1950s/1956-08-7070250-Worthington-Ohio.pdf
3,1956-10-7071514-10MiWofCareyIslands-NF.txt,C:dur_meta=5.0s_vs_form=25.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1956-10-7071514-10MiWofCareyIslands-NF.pdf
3,1956-10-7071888-Cincinnati-Ohio.txt,C:dur_meta=900.0s_vs_form=60.0s; E:hedges=18,/Volumes/Expansion/data/1950s/1956-10-7071888-Cincinnati-Ohio.pdf
3,1956-10-7276824-Cincinnati-Ohio.txt,D:text_len=225; F:location_mismatch,/Volumes/Expansion/data/1950s/1956-10-7276824-Cincinnati-Ohio.pdf
3,1956-11-7073985-RedfieldandMcLoughlin-S-D.txt,C:dur_meta=1800.0s_vs_form=120.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1956-11-7073985-RedfieldandMcLoughlin-S-D.pdf
3,1956-11-7074121-CapeMay-NewJersey.txt,C:dur_meta=15.0s_vs_form=120.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1956-11-7074121-CapeMay-NewJersey.pdf
3,1957-03-6786949-Oxnard-California.txt,C:dur_meta=30.0s_vs_form=300.0s; E:hedges=57,/Volumes/Expansion/data/1950s/1957-03-6786949-Oxnard-California.pdf
3,1957-03-6787842-Pasadena-California.txt,B:witnesses_75_not_in_text,/Volumes/Expansion/data/1950s/1957-03-6787842-Pasadena-California.pdf
3,1957-04-6788965-Guam-Marianas14-27N124-00E-.txt,C:dur_meta=12.0s_vs_form=2.0s; E:hedges=7,/Volumes/Expansion/data/1950s/1957-04-6788965-Guam-Marianas14-27N124-00E-.pdf
3,1957-05-6789965-KingsParkLongIsland-NY.txt,C:dur_meta=10.0s_vs_form=120.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1957-05-6789965-KingsParkLongIsland-NY.pdf
3,1957-09-7228605-NEFrance.txt,C:dur_meta=10.0s_vs_form=300.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1957-09-7228605-NEFrance.pdf
3,1957-10-6970782-SanAntonio-Texas.txt,C:dur_meta=5.0s_vs_form=1860.0s; E:hedges=10,/Volumes/Expansion/data/1950s/1957-10-6970782-SanAntonio-Texas.pdf
3,1957-10-6972791-9MiWofBenson-Arizona.txt,C:dur_meta=3000.0s_vs_form=120.0s; E:hedges=13,/Volumes/Expansion/data/1950s/1957-10-6972791-9MiWofBenson-Arizona.pdf
3,1957-11-6782935-AlpineArizona.txt,C:dur_meta=300.0s_vs_form=1860.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1957-11-6782935-AlpineArizona.pdf
3,1957-11-6962833-Wayne-Michigan.txt,C:dur_meta=6480000.0s_vs_form=20.0s; E:hedges=7,/Volumes/Expansion/data/1950s/1957-11-6962833-Wayne-Michigan.pdf
3,1957-11-7231497-notgiven.txt,C:dur_meta=3.0s_vs_form=120.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1957-11-7231497-notgiven.pdf
3,1958-01-6959370-2MiSofOdessa-Fla.txt,C:dur_meta=45.0s_vs_form=600.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1958-01-6959370-2MiSofOdessa-Fla.pdf
3,1958-03-6964419-ESECorpusChristi-Texas.txt,C:dur_meta=15.0s_vs_form=180.0s; E:hedges=6,/Volumes/Expansion/data/1950s/1958-03-6964419-ESECorpusChristi-Texas.pdf
3,1958-06-8848084-Knoxville-Tennessee.txt,C:dur_meta=3.0s_vs_form=180.0s; E:hedges=17,/Volumes/Expansion/data/1950s/1958-06-8848084-Knoxville-Tennessee.pdf
3,1958-08-8860613-MalmstromAFB-Montana.txt,C:dur_meta=900.0s_vs_form=30.0s; E:hedges=6,/Volumes/Expansion/data/1950s/1958-08-8860613-MalmstromAFB-Montana.pdf
3,1958-10-7200114-Laredo-Texas.txt,C:dur_meta=28.0s_vs_form=3.0s; E:hedges=9,/Volumes/Expansion/data/1950s/1958-10-7200114-Laredo-Texas.pdf
3,1959-02-9078919-BalboaBasin-CanalZone.txt,F:location_mismatch; G:form='one'_vs_obj='cone-shaped object with three colors',/Volumes/Expansion/data/1950s/1959-02-9078919-BalboaBasin-CanalZone.pdf
3,1959-02-9079081-Benghazi-Libya.txt,C:dur_meta=15.0s_vs_form=900.0s; E:hedges=7,/Volumes/Expansion/data/1950s/1959-02-9079081-Benghazi-Libya.pdf
3,1959-03-9079537-GrandBahamaIsland-WestIndies.txt,C:dur_meta=120.0s_vs_form=1500.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1959-03-9079537-GrandBahamaIsland-WestIndies.pdf
3,1959-03-9079542-OroGrande-Calif.txt,C:dur_meta=600.0s_vs_form=30.0s; E:hedges=6,/Volumes/Expansion/data/1950s/1959-03-9079542-OroGrande-Calif.pdf
3,1959-08-8407910-OceanBeach-N-J.txt,C:dur_meta=2700.0s_vs_form=14400.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1959-08-8407910-OceanBeach-N-J.pdf
3,1959-09-8409252-10NMSOfMontereyPeninsula-Cal.txt,C:dur_meta=5.0s_vs_form=180.0s; F:location_mismatch,/Volumes/Expansion/data/1950s/1959-09-8409252-10NMSOfMontereyPeninsula-Cal.pdf
3,1959-10-6960346-Mobile-Alabama.txt,C:dur_meta=180.0s_vs_form=900.0s; E:hedges=7,/Volumes/Expansion/data/1950s/1959-10-6960346-Mobile-Alabama.pdf
3,1959-10-6963933-Vandalia-Ohio.txt,C:dur_meta=7308000.0s_vs_form=60.0s; E:hedges=8,/Volumes/Expansion/data/1950s/1959-10-6963933-Vandalia-Ohio.pdf
3,1960-02-6969904-Alexandria-Louisiana.txt,C:dur_meta=3.0s_vs_form=120.0s; E:hedges=16,/Volumes/Expansion/data/1960s/1960-02-6969904-Alexandria-Louisiana.pdf
3,1960-03-6970661-Leibnitz-Austria.txt,C:dur_meta=10.0s_vs_form=600.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1960-03-6970661-Leibnitz-Austria.pdf
3,1960-03-6971376-HawaiianIslands.txt,C:dur_meta=5.0s_vs_form=25.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1960-03-6971376-HawaiianIslands.pdf
3,1960-04-7811868-VicinityBitburgAB-Germany.txt,C:dur_meta=900.0s_vs_form=3.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1960-04-7811868-VicinityBitburgAB-Germany.pdf
3,1960-04-7812127-Dayton-Ohio.txt,E:hedges=9; G:form='one'_vs_obj='a light with two dim red lights',/Volumes/Expansion/data/1960s/1960-04-7812127-Dayton-Ohio.pdf
3,1960-05-7812441-Dayton-Ohio.txt,C:dur_meta=420.0s_vs_form=3300.0s; E:hedges=13,/Volumes/Expansion/data/1960s/1960-05-7812441-Dayton-Ohio.pdf
3,1960-05-7812612-JaffreyCenter-NewHampshire.txt,C:dur_meta=60.0s_vs_form=300.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1960-05-7812612-JaffreyCenter-NewHampshire.pdf
3,1960-07-7814733-Misawa-Japan.txt,B:witnesses_11_not_in_text,/Volumes/Expansion/data/1960s/1960-07-7814733-Misawa-Japan.pdf
3,1960-07-7814824-Mason-Ohio.txt,C:dur_meta=5.0s_vs_form=1800.0s; E:hedges=19,/Volumes/Expansion/data/1960s/1960-07-7814824-Mason-Ohio.pdf
3,1960-07-7817785-St-Louis-Missouri.txt,C:dur_meta=40.0s_vs_form=1800.0s; E:hedges=14,/Volumes/Expansion/data/1960s/1960-07-7817785-St-Louis-Missouri.pdf
3,1960-07-7818315-Alexandria-Louisiana.txt,C:dur_meta=900.0s_vs_form=180.0s; E:hedges=22,/Volumes/Expansion/data/1960s/1960-07-7818315-Alexandria-Louisiana.pdf
3,1960-08-7819897-Sandersville-Georgia.txt,C:dur_meta=30.0s_vs_form=5.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1960-08-7819897-Sandersville-Georgia.pdf
3,1960-08-7820016-SiouxFalls-SouthDakota.txt,C:dur_meta=3.0s_vs_form=300.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1960-08-7820016-SiouxFalls-SouthDakota.pdf
3,1960-08-7820327-Fairborn-Ohio.txt,C:dur_meta=15.0s_vs_form=360.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1960-08-7820327-Fairborn-Ohio.pdf
3,1960-08-7821660-NNWofLebreville-Africa.txt,C:dur_meta=180.0s_vs_form=1.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1960-08-7821660-NNWofLebreville-Africa.pdf
3,1960-10-8234064-Sweetwater-SouthCarolina.txt,C:dur_meta=900.0s_vs_form=12.0s; E:hedges=24,/Volumes/Expansion/data/1960s/1960-10-8234064-Sweetwater-SouthCarolina.pdf
3,1960-12-8610063-TyndalAFB-Florida.txt,C:dur_meta=7200000.0s_vs_form=300.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1960-12-8610063-TyndalAFB-Florida.pdf
3,1960-12-8611175-Buckingham-Iowa.txt,C:dur_meta=180.0s_vs_form=5.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1960-12-8611175-Buckingham-Iowa.pdf
3,1961-01-8614346-EofDayton-Ohio.txt,C:dur_meta=60.0s_vs_form=10.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1961-01-8614346-EofDayton-Ohio.pdf
3,1961-02-8637640-SanJuan-PuertoRico.txt,C:dur_meta=1800.0s_vs_form=120.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1961-02-8637640-SanJuan-PuertoRico.pdf
3,1961-03-8639118-Cincinnati-Ohio.txt,C:dur_meta=25.0s_vs_form=1500.0s; E:hedges=41,/Volumes/Expansion/data/1960s/1961-03-8639118-Cincinnati-Ohio.pdf
3,1961-05-8687080-FallsChurch-Virginia.txt,C:dur_meta=300.0s_vs_form=15.0s; E:hedges=36,/Volumes/Expansion/data/1960s/1961-05-8687080-FallsChurch-Virginia.pdf
3,1961-06-8692648-BunkerHillAFB-Indiana.txt,C:dur_meta=7200.0s_vs_form=36000.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1961-06-8692648-BunkerHillAFB-Indiana.pdf
3,1961-07-8293326-3930N12558WPACIFIC.txt,C:dur_meta=25200000.0s_vs_form=600.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1961-07-8293326-3930N12558WPACIFIC.pdf
3,1961-07-8695580-Palatka-Florida.txt,C:dur_meta=900.0s_vs_form=60.0s; E:hedges=22,/Volumes/Expansion/data/1960s/1961-07-8695580-Palatka-Florida.pdf
3,1961-09-8303052-67-50N165w-BEARINGSEA-.txt,C:dur_meta=6120000.0s_vs_form=1200.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1961-09-8303052-67-50N165w-BEARINGSEA-.pdf
3,1961-10-8681464-SaltLakeCity-Utah.txt,C:dur_meta=900.0s_vs_form=120.0s; E:hedges=96,/Volumes/Expansion/data/1960s/1961-10-8681464-SaltLakeCity-Utah.pdf
3,1961-12-8699508-TyndallAFB-Florida.txt,C:dur_meta=30.0s_vs_form=900.0s; E:hedges=60,/Volumes/Expansion/data/1960s/1961-12-8699508-TyndallAFB-Florida.pdf
3,1962-04-8649099-Wurtland-Kentucky.txt,C:dur_meta=10800.0s_vs_form=360.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1962-04-8649099-Wurtland-Kentucky.pdf
3,1962-04-8652568-19-06N168-12ENearWakeIsland.txt,C:dur_meta=300.0s_vs_form=60.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1962-04-8652568-19-06N168-12ENearWakeIsland.pdf
3,1962-04-8655247-EdwardsAFB-Calif.txt,C:dur_meta=7758000.0s_vs_form=60.0s; E:hedges=59,/Volumes/Expansion/data/1960s/1962-04-8655247-EdwardsAFB-Calif.pdf
3,1962-08-8687716-Dayton-Ohio.txt,C:dur_meta=4806000.0s_vs_form=120.0s; E:hedges=31,/Volumes/Expansion/data/1960s/1962-08-8687716-Dayton-Ohio.pdf
3,1962-08-8722800-Bermuda.txt,E:hedges=6; G:form='one'_vs_obj='three or one bright round objects',/Volumes/Expansion/data/1960s/1962-08-8722800-Bermuda.pdf
3,1962-08-8722876-Cleveland-Ohio.txt,C:dur_meta=180.0s_vs_form=1200.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1962-08-8722876-Cleveland-Ohio.pdf
3,1962-09-8725208-ArlingtonHeights-Illinois.txt,C:dur_meta=1200.0s_vs_form=180.0s; E:hedges=13,/Volumes/Expansion/data/1960s/1962-09-8725208-ArlingtonHeights-Illinois.pdf
3,1962-09-8725286-Israel-Cairo-Egypt.txt,C:dur_meta=2700.0s_vs_form=55.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1962-09-8725286-Israel-Cairo-Egypt.pdf
3,1962-09-8725369-SilverSprings-Maryland.txt,C:dur_meta=12.0s_vs_form=60.0s; E:hedges=11,/Volumes/Expansion/data/1960s/1962-09-8725369-SilverSprings-Maryland.pdf
3,1962-10-8726536-Wells-Maine.txt,C:dur_meta=300.0s_vs_form=5.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1962-10-8726536-Wells-Maine.pdf
3,1962-10-9316089-24-14N151-26W-Pacific-.txt,C:dur_meta=3.0s_vs_form=180.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1962-10-9316089-24-14N151-26W-Pacific-.pdf
3,1962-11-9316276-Tampa-Florida.txt,C:dur_meta=3.0s_vs_form=900.0s; E:hedges=14,/Volumes/Expansion/data/1960s/1962-11-9316276-Tampa-Florida.pdf
3,1963-02-9316705-Maysville-Kentucky.txt,C:dur_meta=600.0s_vs_form=30.0s; E:hedges=18,/Volumes/Expansion/data/1960s/1963-02-9316705-Maysville-Kentucky.pdf
3,1963-05-9317324-Pequannock-NewJersey.txt,E:hedges=6; G:form='one'_vs_obj='multiple circular objects in the sky',/Volumes/Expansion/data/1960s/1963-05-9317324-Pequannock-NewJersey.pdf
3,1963-06-8660889-Xenia-Ohio.txt,C:dur_meta=5.0s_vs_form=60.0s; E:hedges=9,/Volumes/Expansion/data/1960s/1963-06-8660889-Xenia-Ohio.pdf
3,1963-06-8662106-Houston-Texas.txt,C:dur_meta=180.0s_vs_form=1980.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1963-06-8662106-Houston-Texas.pdf
3,1963-06-8668676-39-38N172-30W-PACIFIC-.txt,C:dur_meta=7560000.0s_vs_form=420.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1963-06-8668676-39-38N172-30W-PACIFIC-.pdf
3,1963-07-8672597-26-04N127-53E-FarEast-.txt,C:dur_meta=7200000.0s_vs_form=540.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1963-07-8672597-26-04N127-53E-FarEast-.pdf
3,1963-07-8673077-SiouxCity-Iowa.txt,C:dur_meta=2.0s_vs_form=900.0s; E:hedges=11,/Volumes/Expansion/data/1960s/1963-07-8673077-SiouxCity-Iowa.pdf
3,1963-09-9734316-Vernon-Texas.txt,C:dur_meta=480.0s_vs_form=60.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1963-09-9734316-Vernon-Texas.pdf
3,1963-09-9734461-KeeslerAFB-Miss.txt,C:dur_meta=15.0s_vs_form=120.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1963-09-9734461-KeeslerAFB-Miss.pdf
3,1963-10-9736319-Jacksonville-Fla.txt,C:dur_meta=600.0s_vs_form=60.0s; E:hedges=17,/Volumes/Expansion/data/1960s/1963-10-9736319-Jacksonville-Fla.pdf
3,1963-11-9737049-Nebraska-andIowa.txt,C:dur_meta=25.0s_vs_form=1500.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1963-11-9737049-Nebraska-andIowa.pdf
3,1963-Spring-9316810-Toussville-Alabama.txt,C:dur_meta=360.0s_vs_form=3600.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1963-Spring-9316810-Toussville-Alabama.pdf
3,1964-01-9738998-Gainsville-Fla.txt,C:dur_meta=20.0s_vs_form=600.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1964-01-9738998-Gainsville-Fla.pdf
3,1964-02-8687271-Trenton-Michigan.txt,E:hedges=12; G:form='one'_vs_obj='two unidentified flying objects',/Volumes/Expansion/data/1960s/1964-02-8687271-Trenton-Michigan.pdf
3,1964-03-8688569-SilverSprings-Maryland.txt,C:dur_meta=2700.0s_vs_form=50.0s; E:hedges=12,/Volumes/Expansion/data/1960s/1964-03-8688569-SilverSprings-Maryland.pdf
3,1964-03-8689084-Roswell-NewMexico.txt,C:dur_meta=30.0s_vs_form=300.0s; E:hedges=25,/Volumes/Expansion/data/1960s/1964-03-8689084-Roswell-NewMexico.pdf
3,1964-04-8690879-Monticello-Wisconsin.txt,E:hedges=24; G:form='one'_vs_obj='one unidentified flying object with four',/Volumes/Expansion/data/1960s/1964-04-8690879-Monticello-Wisconsin.pdf
3,1964-05-8705871-MountVernon-Virginia.txt,E:hedges=18; G:form='one'_vs_obj='one/two light sources in the sky',/Volumes/Expansion/data/1960s/1964-05-8705871-MountVernon-Virginia.pdf
3,1964-05-8709056-Palmetto-Florida.txt,C:dur_meta=180.0s_vs_form=7.0s; E:hedges=17,/Volumes/Expansion/data/1960s/1964-05-8709056-Palmetto-Florida.pdf
3,1964-06-8724626-CrystalLake-Michigan.txt,C:dur_meta=600.0s_vs_form=3000.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1964-06-8724626-CrystalLake-Michigan.pdf
3,1964-07-8725694-CapeGirardeau-Missouri.txt,C:dur_meta=1200.0s_vs_form=180.0s; E:hedges=35,/Volumes/Expansion/data/1960s/1964-07-8725694-CapeGirardeau-Missouri.pdf
3,1964-07-8727350-Lynn-Massachusetts.txt,C:dur_meta=15.0s_vs_form=300.0s; E:hedges=32,/Volumes/Expansion/data/1960s/1964-07-8727350-Lynn-Massachusetts.pdf
3,1964-09-9421408-Ulysses-Kansas.txt,C:dur_meta=300.0s_vs_form=3.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1964-09-9421408-Ulysses-Kansas.pdf
3,1964-09-9421431-Centerville-Ohio.txt,E:hedges=9; G:form='one'_vs_obj='one or two erratically moving objects wi',/Volumes/Expansion/data/1960s/1964-09-9421431-Centerville-Ohio.pdf
3,1965-02-8723624-Janesville-Wisconsin.txt,C:dur_meta=240.0s_vs_form=10.0s; E:hedges=11,/Volumes/Expansion/data/1960s/1965-02-8723624-Janesville-Wisconsin.pdf
3,1965-02-8723676-Liberty-Ohio.txt,C:dur_meta=30.0s_vs_form=300.0s; E:hedges=24,/Volumes/Expansion/data/1960s/1965-02-8723676-Liberty-Ohio.pdf
3,1965-02-8723772-ElkGrove-Village-Illinois.txt,E:hedges=15; G:form='one'_vs_obj='two interconnecting ovals of light',/Volumes/Expansion/data/1960s/1965-02-8723772-ElkGrove-Village-Illinois.pdf
3,1965-04-9071466-KeeslerAFB-Mississippi.txt,E:hedges=7; G:form='one'_vs_obj='a black oblong object with four lights',/Volumes/Expansion/data/1960s/1965-04-9071466-KeeslerAFB-Mississippi.pdf
3,1965-06-9074563-PopeAFB-NorthCarolina.txt,C:dur_meta=4.0s_vs_form=180.0s; F:location_mismatch,/Volumes/Expansion/data/1960s/1965-06-9074563-PopeAFB-NorthCarolina.pdf
3,1965-07-7434057-SweetHome-Oregon.txt,C:dur_meta=2700.0s_vs_form=14400.0s; E:hedges=24,/Volumes/Expansion/data/1960s/1965-07-7434057-SweetHome-Oregon.pdf
3,1965-07-7436395-Kettering-Ohio.txt,C:dur_meta=115200.0s_vs_form=240.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1965-07-7436395-Kettering-Ohio.pdf
3,1965-08-7461311-ColoradoSprings-Colorado.txt,C:dur_meta=1200.0s_vs_form=60.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1965-08-7461311-ColoradoSprings-Colorado.pdf
3,1965-08-7464900-SanMateo-California.txt,E:hedges=172; G:form='one'_vs_obj='a bright light in the sky that emitted f',/Volumes/Expansion/data/1960s/1965-08-7464900-SanMateo-California.pdf
3,1965-08-7468665-HawaiianIsland--Pacific-.txt,"E:hedges=6; G:form='one'_vs_obj='object that fell from the sky, possibly '",/Volumes/Expansion/data/1960s/1965-08-7468665-HawaiianIsland--Pacific-.pdf
3,1965-08-7472268-SanPablo-California.txt,E:hedges=10; G:form='one'_vs_obj='a formation of three aircraft',/Volumes/Expansion/data/1960s/1965-08-7472268-SanPablo-California.pdf
3,1965-08-9370081-NewMilford-Connecticut.txt,E:hedges=13; G:form='one'_vs_obj='three bright red-orange lights',/Volumes/Expansion/data/1960s/1965-08-9370081-NewMilford-Connecticut.pdf
3,1965-09-8677345-Renton-Washington.txt,E:hedges=6; G:form='one'_vs_obj='a large round disc with two circling obj',/Volumes/Expansion/data/1960s/1965-09-8677345-Renton-Washington.pdf
3,1965-09-8680465-RioVista-California.txt,C:dur_meta=5.0s_vs_form=1200.0s; E:hedges=9,/Volumes/Expansion/data/1960s/1965-09-8680465-RioVista-California.pdf
3,1965-09-9372600-Pittsburgh-Pennsylvania.txt,C:dur_meta=45.0s_vs_form=300.0s; E:hedges=22,/Volumes/Expansion/data/1960s/1965-09-9372600-Pittsburgh-Pennsylvania.pdf
3,1965-10-8690352-KenoAFS-Oregon.txt,C:dur_meta=15.0s_vs_form=240.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1965-10-8690352-KenoAFS-Oregon.pdf
3,1965-10-8694398-Miamisburg-Ohio.txt,C:dur_meta=240.0s_vs_form=1500.0s; E:hedges=13,/Volumes/Expansion/data/1960s/1965-10-8694398-Miamisburg-Ohio.pdf
3,1965-10-8694964-Soeaux-France.txt,C:dur_meta=900.0s_vs_form=180.0s; E:hedges=13,/Volumes/Expansion/data/1960s/1965-10-8694964-Soeaux-France.pdf
3,1965-11-6978256-Mexico-10057-.txt,D:text_len=230; F:location_mismatch,/Volumes/Expansion/data/1960s/1965-11-6978256-Mexico-10057-.pdf
3,1965-11-8678143-DesPlaineschicago-Illinois.txt,C:dur_meta=1320.0s_vs_form=120.0s; E:hedges=10,/Volumes/Expansion/data/1960s/1965-11-8678143-DesPlaineschicago-Illinois.pdf
3,1965-12-8694319-Oregon-Area.txt,E:hedges=6; G:form='one'_vs_obj='one to two round beam shafts of light',/Volumes/Expansion/data/1960s/1965-12-8694319-Oregon-Area.pdf
3,1966-01-8697772-Indianapolis-Indiana.txt,C:dur_meta=10.0s_vs_form=1140.0s; E:hedges=12,/Volumes/Expansion/data/1960s/1966-01-8697772-Indianapolis-Indiana.pdf
3,1966-01-8722594-NorthofMarlboro-NewYork.txt,F:location_mismatch; G:form='one'_vs_obj='one object with two bright lights and a ',/Volumes/Expansion/data/1960s/1966-01-8722594-NorthofMarlboro-NewYork.pdf
3,1966-03-8665576-Baker-Montana.txt,C:dur_meta=90.0s_vs_form=7200.0s; E:hedges=14,/Volumes/Expansion/data/1960s/1966-03-8665576-Baker-Montana.pdf
3,1966-03-8675242-Sheboygan-Wisconsin.txt,C:dur_meta=1200.0s_vs_form=240.0s; E:hedges=23,/Volumes/Expansion/data/1960s/1966-03-8675242-Sheboygan-Wisconsin.pdf
3,1966-03-8675598-CentralWisconsin.txt,F:location_mismatch; G:form='one'_vs_obj='one or two spherical objects',/Volumes/Expansion/data/1960s/1966-03-8675598-CentralWisconsin.pdf
3,1966-03-8678625-Kent-Tacoma-McCordAFB-Washington.txt,E:hedges=16; G:form='one'_vs_obj='one to three transparent objects',/Volumes/Expansion/data/1960s/1966-03-8678625-Kent-Tacoma-McCordAFB-Washington.pdf
3,1966-04-7094194-Houston-Texas.txt,E:hedges=22; G:form='one'_vs_obj='two dark objects flying side by side',/Volumes/Expansion/data/1960s/1966-04-7094194-Houston-Texas.pdf
3,1966-04-7096508-Philadelphia-Pennsylvania.txt,C:dur_meta=300.0s_vs_form=60.0s; E:hedges=12,/Volumes/Expansion/data/1960s/1966-04-7096508-Philadelphia-Pennsylvania.pdf
3,1966-04-7101059-Shaprsville-Pennsylvania.txt,C:dur_meta=120.0s_vs_form=14400.0s; E:hedges=11,/Volumes/Expansion/data/1960s/1966-04-7101059-Shaprsville-Pennsylvania.pdf
3,1966-04-7107262-Brunswick-Maine.txt,E:hedges=11; G:form='one'_vs_obj='one object (possibly a meteor) and three',/Volumes/Expansion/data/1960s/1966-04-7107262-Brunswick-Maine.pdf
3,1966-05-7092055-ColoradoSprings-Colorado.txt,E:hedges=9; G:form='one'_vs_obj='two unidentified flying objects',/Volumes/Expansion/data/1960s/1966-05-7092055-ColoradoSprings-Colorado.pdf
3,1966-05-7092210-Leetonia-Ohio.txt,"E:hedges=6; G:form='one'_vs_obj='three bright, metallic-appearing objects'",/Volumes/Expansion/data/1960s/1966-05-7092210-Leetonia-Ohio.pdf
3,1966-06-7092726-Columbus-Ohio.txt,C:dur_meta=1200.0s_vs_form=180.0s; E:hedges=77,/Volumes/Expansion/data/1960s/1966-06-7092726-Columbus-Ohio.pdf
3,1966-06-8277311-Cleveland-Ohio.txt,C:dur_meta=180.0s_vs_form=30.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1966-06-8277311-Cleveland-Ohio.pdf
3,1966-07-8285791-WestJefferson-Ohio.txt,C:dur_meta=1500.0s_vs_form=240.0s; E:hedges=6,/Volumes/Expansion/data/1960s/1966-07-8285791-WestJefferson-Ohio.pdf
3,1966-07-8289353-Girard-Ohio.txt,C:dur_meta=5.0s_vs_form=30.0s; E:hedges=56,/Volumes/Expansion/data/1960s/1966-07-8289353-Girard-Ohio.pdf
3,1966-07-8290445-Exit7-OhioTurnpike.txt,F:location_mismatch; G:form='one'_vs_obj='two blinking lights',/Volumes/Expansion/data/1960s/1966-07-8290445-Exit7-OhioTurnpike.pdf
3,1966-07-8716469-Washington-DC.txt,C:dur_meta=660.0s_vs_form=120.0s; E:hedges=8,/Volumes/Expansion/data/1960s/1966-07-8716469-Washington-DC.pdf
3,1966-08-8288163-Gaylesville-Alabama.txt,C:dur_meta=600.0s_vs_form=120.0s; E:hedges=30,/Volumes/Expansion/data/1960s/1966-08-8288163-Gaylesville-Alabama.pdf
3,1966-08-8726570-Broomall-Pennsylvania.txt,E:hedges=8; G:form='one'_vs_obj='unidentified object with lights and thre',/Volumes/Expansion/data/1960s/1966-08-8726570-Broomall-Pennsylvania.pdf
3,1966-08-8726631-Holly-Michigan.txt,E:hedges=9; G:form='one'_vs_obj='one to three unidentified flying objects',/Volumes/Expansion/data/1960s/1966-08-8726631-Holly-Michigan.pdf
3,1966-10-8280958-HAZLET-NEWJERSEY.txt,C:dur_meta=300.0s_vs_form=3600.0s; E:hedges=139,/Volumes/Expansion/data/1960s/1966-10-8280958-HAZLET-NEWJERSEY.pdf
3,1966-10-8289631-ShemyaAFS-Alaska.txt,C:dur_meta=2.0s_vs_form=1800.0s; E:hedges=7,/Volumes/Expansion/data/1960s/1966-10-8289631-ShemyaAFS-Alaska.pdf
